kanji,count,strokes,translation,kun_readings,on_readings,radical_basis,radical_meaning,kun_romaji,on_romaji
醜,1,17,"ugly, unclean, shame, bad looking","みにく.い, しこ",シュウ,酉,wine,"miniku.i, shiko",shuu
暑,3,12,"sultry, hot, summer heat",あつ.い,ショ,日,sun,atsu.i,sho
矛,1,5,"halberd, arms, festival float",ほこ,"ム, ボウ",矛,spear,hoko,"mu, bou"
盾,2,9,"shield, escutcheon, pretext",たて,ジュン,目,eye,tate,jun
紫,1,12,"purple, violet",むらさき,シ,糸,silk,murasaki,shi
姪,1,9,niece,"めい, おい","テツ, チツ, ジチ, イツ, イチ",女,woman,"mei, oi","tetsu, chitsu, jichi, itsu, ichi"
迷,4,9,"astray, be perplexed, in doubt, lost, err, illusion",まよ.う,メイ,辵,walk,mayo.u,mei
銘,1,14,"inscription, signature (of artisan)",None,メイ,金,metal,None,mei
儲,2,17,"be profitable, yield profit","もう.ける, もう.かる, もうけ, たくわ.える",チョ,人,man,"mou.keru, mou.karu, mouke, takuwa.eru",cho
凭,1,8,"lean on, recline on, lie heavy","もた.れる, よ.る","ヒョウ, ヘイ",几,table,"mota.reru, yo.ru","hyou, hei"
餅,1,14,mochi rice cake,"もち, もちい","ヘイ, ヒョウ",食,eat,"mochi, mochii","hei, hyou"
凄,2,10,"uncanny, weird, threatening, horrible","さむ.い, すご.い, すさ.まじい","セイ, サイ",冫,ice,"samu.i, sugo.i, susa.majii","sei, sai"
揉,1,12,"rub, massage, shampoo, debate vigorously, train, coach, worry, get in trouble","も.む, も.める",ジュウ,手,hand,"mo.mu, mo.meru",juu
喧,1,12,"noisy, boisterous","やかま.しい, かまびす.しい",ケン,口,mouth,"yakama.shii, kamabisu.shii",ken
友,7,4,friend,とも,ユウ,又,right,tomo,yuu
郵,3,11,"mail, stagecoach stop",None,ユウ,town,town,None,yuu
悠,1,11,"permanence, distant, long time, leisure",None,ユウ,心,heart,None,yuu
幼,4,5,"infancy, childhood",おさな.い,ヨウ,幺,short,osana.i,you
稚,2,13,"immature, young","いとけない, おさない, おくて, おでる","チ, ジ",禾,grain,"itokenai, osanai, okute, oderu","chi, ji"
羊,1,6,sheep,ひつじ,ヨウ,羊,sheep,hitsuji,you
漸,1,14,"steadily, gradually advancing, finally, barely","ようや.く, やや, ようよ.う, すす.む",ゼン,水,water,"youya.ku, yaya, youyo.u, susu.mu",zen
翌,1,11,"the following, next",None,ヨク,羽,feather,None,yoku
蘇,1,19,"be resuscitated, revived, perilla, shiso",よみがえ.る,"ソ, ス",艸,grass,yomigae.ru,"so, su"
慶,1,15,"jubilation, congratulate, rejoice, be happy",よろこ.び,ケイ,心,heart,yoroko.bi,kei
欄,1,20,"column, handrail, blank, space",てすり,ラン,木,tree,tesuri,ran
寮,2,15,"dormitory, hostel, villa, tea pavillion",None,リョウ,宀,roof,None,ryou
臨,2,18,"look to, face, meet, confront, attend, call on",のぞ.む,リン,臣,minster,nozo.mu,rin
零,2,13,"zero, spill, overflow, nothing, cipher","ぜろ, こぼ.す, こぼ.れる",レイ,雨,rain,"zero, kobo.su, kobo.reru",rei
煉,1,12,"refine metals, kneading over fire",ね.る,レン,火,fire,ne.ru,ren
右,2,5,right,みぎ,"ウ, ユウ",口,mouth,migi,"u, yuu"
皿,3,5,"dish, a helping, plate",さら,ベイ,皿,dish,sara,bei
猿,1,13,monkey,さる,エン,犬,dog,saru,en
詩,2,13,"poem, poetry",うた,シ,言,speech,uta,shi
幸,5,8,"happiness, blessing, fortune","さいわ.い, さち, しあわ.せ",コウ,干,pestle,"saiwa.i, sachi, shiawa.se",kou
舌,1,6,"tongue, reed, clapper",した,ゼツ,舌,tongue,shita,zetsu
姉,4,8,elder sister,"あね, はは",シ,女,woman,"ane, haha",shi
妹,3,8,younger sister,いもうと,マイ,女,woman,imouto,mai
霜,1,17,frost,しも,ソウ,雨,rain,shimo,sou
州,1,6,"state, province",す,"シュウ, ス",巛,river,su,"shuu, su"
銃,1,14,"gun, arms",つつ,ジュウ,金,metal,tsutsu,juu
囲,4,7,"surround, besiege, store, paling, enclosure, encircle, preserve, keep","かこ.む, かこ.う, かこ.い",イ,囗,enclosure,"kako.mu, kako.u, kako.i",i
穫,1,18,"harvest, reap",None,カク,禾,grain,None,kaku
渋,1,11,"astringent, hesitate, reluctant, have diarrhea","しぶ, しぶ.い, しぶ.る","ジュウ, シュウ",水,water,"shibu, shibu.i, shibu.ru","juu, shuu"
章,2,11,"badge, chapter, composition, poem, design",None,ショウ,立,stand,None,shou
午,3,4,"noon, sign of the horse, 11AM-1PM, seventh sign of Chinese zodiac",うま,ゴ,十,ten,uma,go
冗,1,4,"superfluous, uselessness",None,ジョウ,冖,cover,None,jou
卓,1,8,"eminent, table, desk, high",None,タク,十,ten,None,taku
糧,1,18,"provisions, food, bread",かて,"リョウ, ロウ",米,rice,kate,"ryou, rou"
斎,1,11,"purification, Buddhist food, room, worship, avoid, alike","とき, つつし.む, ものいみ, い.む, いわ.う, いつ.く",サイ,文,script,"toki, tsutsushi.mu, monoimi, i.mu, iwa.u, itsu.ku",sai
尻,1,5,"buttocks, hips, butt, rear",しり,コウ,尸,corpse,shiri,kou
剣,1,10,"sabre, sword, blade, clock hand",つるぎ,ケン,刀,knife,tsurugi,ken
戚,1,11,"grieve, relatives","いた.む, うれ.える, みうち","ソク, セキ",戈,spear,"ita.mu, ure.eru, miuchi","soku, seki"
臓,1,19,"entrails, viscera, bowels",はらわた,ゾウ,肉,meat,harawata,zou
慎,1,13,"humility, be careful, discreet, prudent","つつし.む, つつ.ましい, つつし, つつし.み",シン,心,heart,"tsutsushi.mu, tsutsu.mashii, tsutsushi, tsutsushi.mi",shin
巣,1,11,"nest, rookery, hive, cobweb, den","す, す.くう",ソウ,巛,river,"su, su.kuu",sou
薦,1,16,"recommend, mat, advise, encourage, offer",すす.める,セン,艸,grass,susu.meru,sen
睡,1,13,"drowsy, sleep, die","ねむ.る, ねむ.い",スイ,目,eye,"nemu.ru, nemu.i",sui
墨,1,14,"black ink, India ink, ink stick, Mexico",すみ,ボク,土,earth,sumi,boku
刷,2,8,"printing, print, brush","す.る, -ず.り, -ずり, は.く",サツ,刀,knife,"su.ru, -zu.ri, -zuri, ha.ku",satsu
鋭,1,15,"pointed, sharpness, edge, weapon, sharp, violent",するど.い,エイ,金,metal,surudo.i,ei
紀,1,9,"chronicle, account, narrative, history, annals, geologic period",None,キ,糸,silk,None,ki
求,3,7,"request, want, wish for, require, demand",もと.める,"キュウ, グ",水,water,moto.meru,"kyuu, gu"
贅,1,18,luxury,いぼ,"ゼイ, セイ",貝,shell,ibo,"zei, sei"
府,1,8,"borough, urban prefecture, govt office, representative body, storehouse",None,フ,广,house,None,fu
咳,1,9,"cough, clear throat","せ.く, しわぶ.く, せき, しわぶき","カイ, ガイ",口,mouth,"se.ku, shiwabu.ku, seki, shiwabuki","kai, gai"
揚,1,12,"raise, elevate, hoist, praise, extol, fry in deep fat","あ.げる, -あ.げ, あ.がる",ヨウ,手,hand,"a.geru, -a.ge, a.garu",you
汗,1,6,"sweat, perspire",あせ,カン,水,water,ase,kan
暖,5,13,warmth,"あたた.か, あたた.かい, あたた.まる, あたた.める","ダン, ノン",日,sun,"atata.ka, atata.kai, atata.maru, atata.meru","dan, non"
穴,1,5,"hole, aperture, slit, cave, den",あな,ケツ,穴,cave,ana,ketsu
嵐,1,12,"storm, tempest",あらし,ラン,山,mountain,arashi,ran
或,1,8,"some, one, or, possibly, a certain","あ.る, あるい, あるいは","ワク, コク, イキ",戈,spear,"a.ru, arui, aruiha","waku, koku, iki"
泡,1,8,"bubbles, foam, suds, froth",あわ,ホウ,水,water,awa,hou
哀,1,9,"pathetic, grief, sorrow, pathos, pity, sympathize","あわ.れ, あわ.れむ, かな.しい",アイ,口,mouth,"awa.re, awa.remu, kana.shii",ai
胃,1,9,"stomach, paunch, crop, craw",None,イ,肉,meat,None,i
医,6,7,"doctor, medicine","い.やす, い.する, くすし",イ,匸,hiding,"i.yasu, i.suru, kusushi",i
兄,4,5,"elder brother, big brother",あに,"ケイ, キョウ",儿,legs,ani,"kei, kyou"
兎,1,8,"rabbit, hare",うさぎ,"ト, ツ",儿,legs,usagi,"to, tsu"
牛,3,4,cow,うし,ギュウ,牛,cow,ushi,gyuu
宇,1,6,"eaves, roof, house, heaven",None,ウ,宀,roof,None,u
噂,1,15,"rumor, gossip, hearsay",うわさ,ソン,口,mouth,uwasa,son
永,2,5,"eternity, long, lengthy",なが.い,エイ,水,water,naga.i,ei
餌,1,14,"food, bait, prey, tempting profit","え, えば, えさ, もち","ジ, ニ",食,eat,"e, eba, esa, mochi","ji, ni"
丘,2,5,"hill, knoll",おか,キュウ,一,one,oka,kyuu
沖,1,7,"open sea, offing, rise high into sky","おき, おきつ, ちゅう.する, わく",チュウ,水,water,"oki, okitsu, chuu.suru, waku",chuu
奥,2,12,"heart, interior","おく, おく.まる, くま",オウ,大,big,"oku, oku.maru, kuma",ou
喋,1,12,"talk, chat, chatter","しゃべ.る, ついば.む","チョウ, トウ",口,mouth,"shabe.ru, tsuiba.mu","chou, tou"
穏,1,16,"calm, quiet, moderation",おだ.やか,オン,禾,grain,oda.yaka,on
劣,1,6,"inferiority, be inferior to, be worse",おと.る,レツ,力,power,oto.ru,retsu
鬼,1,10,"ghost, devil","おに, おに-",キ,鬼,ghost,"oni, oni-",ki
溺,1,13,"drown, indulge","いばり, おぼ.れる","デキ, ジョウ, ニョウ",水,water,"ibari, obo.reru","deki, jou, nyou"
泳,3,8,swim,およ.ぐ,エイ,水,water,oyo.gu,ei
卸,1,9,wholesale,"おろ.す, おろし, おろ.し",シャ,卩,kneel,"oro.su, oroshi, oro.shi",sha
釈,1,11,explanation,"とく, す.てる, ゆる.す","シャク, セキ",釆,divide,"toku, su.teru, yuru.su","shaku, seki"
輝,1,15,"radiance, shine, sparkle, gleam, twinkle",かがや.く,キ,車,cart,kagaya.ku,ki
罹,1,16,"catch, get",かか.る,"リ, ラ",网,net,kaka.ru,"ri, ra"
嗅,1,13,"smell, sniff, scent",か.ぐ,キュウ,口,mouth,ka.gu,kyuu
菓,2,11,"candy, cakes, fruit",None,カ,艸,grass,None,ka
肩,1,8,shoulder,かた,ケン,肉,meat,kata,ken
堅,2,12,"strict, hard, solid, tough, tight, reliable","かた.い, -がた.い",ケン,土,earth,"kata.i, -gata.i",ken
雷,1,13,"thunder, lightning bolt","かみなり, いかずち, いかづち",ライ,雨,rain,"kaminari, ikazuchi, ikazuchi",rai
刈,1,4,"reap, cut, clip, trim, prune",か.る,"ガイ, カイ",刀,knife,ka.ru,"gai, kai"
渇,1,11,"thirst, dry up, parch",かわ.く,カツ,水,water,kawa.ku,katsu
歓,2,15,"delight, joy",よろこ.ぶ,カン,欠,lack,yoroko.bu,kan
患,1,11,"afflicted, disease, suffer from, be ill",わずら.う,カン,心,heart,wazura.u,kan
督,1,13,"coach, command, urge, lead, supervise",None,トク,目,eye,None,toku
憶,1,16,"recollection, think, remember",None,オク,心,heart,None,oku
械,2,11,"contraption, fetter, machine, instrument",かせ,カイ,木,tree,kase,kai
候,3,10,"climate, season, weather, wait for, expect",そうろう,コウ,人,man,sourou,kou
希,1,7,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal","まれ, こいねが.う","キ, ケ",巾,turban,"mare, koinega.u","ki, ke"
奇,1,8,"strange, strangeness, curiosity","く.しき, あや.しい, くし, めずら.しい",キ,大,big,"ku.shiki, aya.shii, kushi, mezura.shii",ki
憩,1,16,"recess, rest, relax, repose","いこ.い, いこ.う",ケイ,心,heart,"iko.i, iko.u",kei
吸,3,6,"suck, imbibe, inhale, sip",す.う,キュウ,口,mouth,su.u,kyuu
怖,2,8,"dreadful, be frightened, fearful","こわ.い, こわ.がる, お.じる, おそ.れる","フ, ホ",心,heart,"kowa.i, kowa.garu, o.jiru, oso.reru","fu, ho"
巨,1,5,"gigantic, big, large, great",None,キョ,工,work,None,kyo
霧,1,19,"fog, mist",きり,"ム, ボウ, ブ",雨,rain,kiri,"mu, bou, bu"
銀,2,14,silver,しろがね,ギン,金,metal,shirogane,gin
銭,2,14,"coin, .01 yen, money","ぜに, すき","セン, ゼン",金,metal,"zeni, suki","sen, zen"
癖,1,18,"mannerism, habit, vice, trait, fault, kink","くせ, くせ.に",ヘキ,疒,sickness,"kuse, kuse.ni",heki
汲,1,7,"draw (water), ladle, scoop, pump",く.む,キュウ,水,water,ku.mu,kyuu
酌,1,10,"bar-tending, serving sake, the host, draw (water), ladle, scoop, pump",く.む,シャク,酉,wine,ku.mu,shaku
咥,1,9,"laugh, chew, eat","か.む, くわ.える","テツ, キ",口,mouth,"ka.mu, kuwa.eru","tetsu, ki"
契,2,9,"pledge, promise, vow",ちぎ.る,ケイ,大,big,chigi.ru,kei
由,4,5,"wherefore, a reason","よし, よ.る","ユ, ユウ, ユイ",田,field,"yoshi, yo.ru","yu, yuu, yui"
粧,1,12,"cosmetics, adorn (one's person)",None,ショウ,米,rice,None,shou
陥,1,10,"collapse, fall into, cave in, fall (castle), slide into","おちい.る, おとしい.れる",カン,dam,mound,"ochii.ru, otoshii.reru",kan
康,1,11,"ease, peace",None,コウ,广,house,None,kou
憲,1,16,"constitution, law",None,ケン,心,heart,None,ken
航,2,10,"navigate, sail, cruise, fly",None,コウ,舟,boat,None,kou
貢,1,10,"tribute, support, finance",みつ.ぐ,"コウ, ク",貝,shell,mitsu.gu,"kou, ku"
輩,2,15,"comrade, fellow, people, companions","-ばら, やから, やかい, ともがら",ハイ,車,cart,"-bara, yakara, yakai, tomogara",hai
氷,1,5,"icicle, ice, hail, freeze, congeal","こおり, ひ, こお.る",ヒョウ,水,water,"koori, hi, koo.ru",hyou
克,1,7,"overcome, kindly, skillfully",か.つ,コク,儿,legs,ka.tsu,koku
穀,1,14,"cereals, grain",None,コク,禾,grain,None,koku
胡,1,9,"barbarian, foreign",なんぞ,"ウ, コ, ゴ",肉,meat,nanzo,"u, ko, go"
椒,1,12,Japanese pepper tree,はじかみ,ショウ,木,tree,hajikami,shou
諺,1,16,proverb,ことわざ,ゲン,言,speech,kotowaza,gen
麦,2,7,"barley, wheat",むぎ,バク,麥,wheat,mugi,baku
桜,1,10,cherry,さくら,"オウ, ヨウ",木,tree,sakura,"ou, you"
挿,1,10,"insert, put in, graft, wear (sword)","さ.す, はさ.む",ソウ,手,hand,"sa.su, hasa.mu",sou
注,8,8,"pour, irrigate, shed (tears), flow into, concentrate on, notes, comment, annotate","そそ.ぐ, さ.す, つ.ぐ",チュウ,水,water,"soso.gu, sa.su, tsu.gu",chuu
豆,1,7,"beans, pea, midget","まめ, まめ-","トウ, ズ",豆,bean,"mame, mame-","tou, zu"
魅,1,15,"fascination, charm, bewitch",None,ミ,鬼,ghost,None,mi
寧,2,14,"rather, preferably, peaceful, quiet, tranquility",むし.ろ,ネイ,宀,roof,mushi.ro,nei
夢,2,13,"dream, vision, illusion","ゆめ, ゆめ.みる, くら.い","ム, ボウ",夕,evening,"yume, yume.miru, kura.i","mu, bou"
胸,1,10,"bosom, breast, chest, heart, feelings","むね, むな-",キョウ,肉,meat,"mune, muna-",kyou
綿,3,14,cotton,わた,メン,糸,silk,wata,men
尤,1,4,"reasonable, just, natural, superb, outstanding, plausible","もっと.も, とが.める",ユウ,尢,lame,"motto.mo, toga.meru",yuu
厄,1,4,"unlucky, misfortune, bad luck, disaster",None,ヤク,厂,cliff,None,yaku
雇,1,12,"employ, hire",やと.う,コ,隹,small,yato.u,ko
唯,3,11,"solely, only, merely, simply",ただ,"ユイ, イ",口,mouth,tada,"yui, i"
秀,1,7,"excel, excellence, beauty, surpass",ひい.でる,シュウ,禾,grain,hii.deru,shuu
愉,1,12,"pleasure, happy, rejoice","たの.しい, たの.しむ",ユ,心,heart,"tano.shii, tano.shimu",yu
茹,1,9,"boil, seethe","ゆ.でる, う.でる","ジョ, ニョ",艸,grass,"yu.deru, u.deru","jo, nyo"
裕,1,12,"abundant, rich, fertile",None,ユウ,衣,clothes,None,yuu
脇,1,10,"armpit, the other way, another place, flank, supporting role","わき, わけ",キョウ,肉,meat,"waki, wake",kyou
湧,1,12,"boil, ferment, seethe, uproar, breed",わ.く,"ユウ, ヨウ, ユ",水,water,wa.ku,"yuu, you, yu"
僅,1,12,a wee bit,わず.か,"キン, ゴン",人,man,wazu.ka,"kin, gon"
湾,1,12,"gulf, bay, inlet",いりえ,ワン,水,water,irie,wan
椀,1,12,wooden or lacquered bowl,はち,ワン,木,tree,hachi,wan
碗,2,13,"porcelain bowl, tea cup",こばち,ワン,石,stone,kobachi,wan
渦,1,12,"whirlpool, eddy, vortex",うず,カ,水,water,uzu,ka
尾,1,7,"tail, end, counter for fish, lower slope of mountain",お,ビ,尸,corpse,o,bi
狩,1,9,"hunt, raid, gather","か.る, か.り, -が.り",シュ,犬,dog,"ka.ru, ka.ri, -ga.ri",shu
癌,1,17,"cancer, cancerous evil",None,ガン,疒,sickness,None,gan
声,3,7,voice,"こえ, こわ-","セイ, ショウ",士,scholar,"koe, kowa-","sei, shou"
僚,2,14,"colleague, official, companion",None,リョウ,人,man,None,ryou
陵,1,11,"mausoleum, imperial tomb, mound, hill",みささぎ,リョウ,dam,mound,misasagi,ryou
享,1,8,"enjoy, receive, undergo, answer (phone), take, get, catch",う.ける,"キョウ, コウ",亠,lid,u.keru,"kyou, kou"
拘,1,8,"arrest, seize, concerned, adhere to, despite",かか.わる,コウ,手,hand,kaka.waru,kou
袖,1,10,"sleeve, wing (building), extension, give cold shoulder",そで,シュウ,衣,clothes,sode,shuu
蕎,1,15,buckwheat,そば,キョウ,艸,grass,soba,kyou
逮,1,11,"apprehend, chase",None,タイ,辵,walk,None,tai
只,1,5,"only, free, in addition",ただ,シ,口,mouth,tada,shi
谷,1,7,valley,"たに, きわ.まる",コク,谷,valley,"tani, kiwa.maru",koku
玉,1,5,"jewel, ball","たま, たま-, -だま",ギョク,jade,jade,"tama, tama-, -dama",gyoku
騙,1,19,deceive,"かた.る, だま.す",ヘン,馬,horse,"kata.ru, dama.su",hen
誕,2,15,"nativity, be born, declension, lie, be arbitrary",None,タン,言,speech,None,tan
央,1,5,"center, middle",None,オウ,大,big,None,ou
駐,2,15,"stop-over, reside in, resident",None,チュウ,馬,horse,None,chuu
掴,1,11,"catch, seize, grasp, hold, arrest, capture","つか.む, つか.まえる, つか.まる",カク,手,hand,"tsuka.mu, tsuka.maeru, tsuka.maru",kaku
翼,1,17,"wing, plane, flank",つばさ,ヨク,羽,feather,tsubasa,yoku
罪,2,13,"guilt, sin, crime, fault, blame, offense",つみ,ザイ,网,net,tsumi,zai
抵,2,8,"resist, reach, touch",None,テイ,手,hand,None,tei
哲,1,10,"philosophy, clear","さとい, あきらか",テツ,口,mouth,"satoi, akiraka",tetsu
塔,1,12,"pagoda, tower, steeple",None,トウ,土,earth,None,tou
徳,1,14,"benevolence, virtue, goodness, commanding respect",None,トク,彳,step,None,toku
票,2,11,"ballot, label, ticket, sign",None,ヒョウ,示,sign,None,hyou
虎,1,8,"tiger, drunkard",とら,コ,虍,tiger,tora,ko
泥,2,8,"mud, mire, adhere to, be attached to","どろ, なず.む","デイ, ナイ, デ, ニ",水,water,"doro, nazu.mu","dei, nai, de, ni"
眺,2,11,"stare, watch, look at, see, scrutinize",なが.める,チョウ,目,eye,naga.meru,chou
鍋,1,17,"pot, pan, kettle",なべ,カ,金,metal,nabe,ka
涙,1,10,"tears, sympathy",なみだ,"ルイ, レイ",水,water,namida,"rui, rei"
縄,1,15,"straw rope, cord","なわ, ただ.す",ジョウ,糸,silk,"nawa, tada.su",jou
濡,2,17,"get wet, damp, make love","ぬれ.る, ぬら.す, ぬ.れる, ぬ.らす, うるお.い, うるお.う, うるお.す","ジュ, ニュ",水,water,"nure.ru, nura.su, nu.reru, nu.rasu, uruo.i, uruo.u, uruo.su","ju, nyu"
鼠,1,13,"rat, mouse, dark gray","ねずみ, ねず","ソ, ショ",鼠,rat,"nezumi, nezu","so, sho"
齢,1,17,age,"よわい, とし",レイ,齒,tooth,"yowai, toshi",rei
覗,1,12,"peep, peek, come in sight","のぞ.く, うかが.う",シ,見,see,"nozo.ku, ukaga.u",shi
伸,2,7,"expand, stretch, extend, lengthen, increase","の.びる, の.ばす, の.べる, の.す",シン,人,man,"no.biru, no.basu, no.beru, no.su",shin
鹿,1,11,deer,"しか, か",ロク,鹿,deer,"shika, ka",roku
博,2,12,"Dr., command, esteem, win acclaim, Ph.D., exposition, fair",None,"ハク, バク",十,ten,None,"haku, baku"
拍,1,8,"clap, beat (music)",None,"ハク, ヒョウ",手,hand,None,"haku, hyou"
莫,1,10,"must not, do not, be not","くれ, なか.れ, なし","バク, ボ, マク, モ, ナイ",艸,grass,"kure, naka.re, nashi","baku, bo, maku, mo, nai"
